jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,sigma_ra_arcsec,sigma_dec_arcsec,source,designation
2461029.876956,160.20020833333334,7.543944444444445,14.7,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.877477,160.19983333333332,7.544083333333333,14.7,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.878009,160.19916666666666,7.544583333333334,14.7,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.880868,160.19579166666665,7.545388888888889,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.881493,160.19504166666667,7.545583333333333,14.7,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.882118,160.1943333333333,7.545888888888888,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.882986,160.19329166666665,7.546194444444445,14.7,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.883611,160.1925,7.546416666666667,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.884225,160.19179166666666,7.546722222222222,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.886944,160.18858333333333,7.547777777777777,14.7,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.88787,160.18754166666665,7.548111111111111,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.888495,160.18679166666666,7.548444444444445,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.891227,160.18354166666666,7.549444444444444,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461030.028821,160.02116666666666,7.603666666666666,15.7,G,705,0.5,0.5,mpc_real_http,0003I
2461030.029028,160.02091666666666,7.603777777777777,15.5,G,705,0.5,0.5,mpc_real_http,0003I
2461030.50453,159.46033333333332,7.790972222222222,12.6,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50481,159.46,7.791083333333333,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50539,159.45929166666667,7.791333333333333,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50568,159.45891666666665,7.791444444444444,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50596,159.45858333333334,7.791527777777778,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50625,159.45825000000002,7.791666666666667,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50654,159.45791666666668,7.791777777777778,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50683,159.45758333333336,7.791888888888889,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50711,159.45725000000002,7.792,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.5074,159.45691666666667,7.792111111111111,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50769,159.45654166666665,7.792222222222222,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50797,159.45620833333334,7.792333333333334,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50826,159.45587500000002,7.7924444444444445,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50855,159.45554166666668,7.7925555555555555,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50884,159.45520833333336,7.792666666666666,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50912,159.45487500000002,7.792805555555556,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50941,159.4545,7.792916666666667,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.5097,159.45416666666665,7.793027777777778,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.50999,159.45383333333334,7.793111111111111,12.7,R,119,0.5,0.5,mpc_real_http,0003I
2461030.546146,159.41133333333337,7.807,14.8,G,I81,0.5,0.5,mpc_real_http,0003I
2461030.553889,159.40208333333334,7.8100555555555555,14.8,G,I81,0.5,0.5,mpc_real_http,0003I
2461030.562373,159.392,7.813333333333333,14.8,G,I81,0.5,0.5,mpc_real_http,0003I
2461030.63398,159.30691666666667,7.842083333333333,14.6,V,C82,0.5,0.5,mpc_real_http,0003I
2461030.63526,159.305375,7.842583333333333,14.6,V,C82,0.5,0.5,mpc_real_http,0003I
2461030.63675,159.30358333333336,7.843138888888888,14.5,V,C82,0.5,0.5,mpc_real_http,0003I
2461030.64059,159.29904166666668,7.844638888888888,14.5,V,C82,0.5,0.5,mpc_real_http,0003I
2461030.64573,159.29291666666666,7.846666666666667,14.6,V,C82,0.5,0.5,mpc_real_http,0003I
2461030.666319,159.268375,7.854583333333333,14.6,G,D68,0.5,0.5,mpc_real_http,0003I
2461030.677789,159.25470833333333,7.859138888888888,14.7,G,D68,0.5,0.5,mpc_real_http,0003I
2461030.690405,159.23958333333334,7.864194444444444,13.6,G,D68,0.5,0.5,mpc_real_http,0003I
2461030.70972,159.21766666666664,7.873555555555556,13.3,R,834,0.5,0.5,mpc_real_http,0003I
2461030.7442,159.17658333333333,7.887138888888888,13.2,R,834,0.5,0.5,mpc_real_http,0003I
2461030.76193,159.155125,7.892694444444444,14.5,V,G40,0.5,0.5,mpc_real_http,0003I
2461030.77456,159.14008333333334,7.8975833333333325,14.5,V,G40,0.5,0.5,mpc_real_http,0003I
2461030.77544,159.1389583333333,7.898055555555555,14.4,R,G40,0.5,0.5,mpc_real_http,0003I
2461030.77805,159.13579166666665,7.898944444444444,14.5,V,G40,0.5,0.5,mpc_real_http,0003I
2461030.77894,159.13470833333335,7.899305555555555,14.4,R,G40,0.5,0.5,mpc_real_http,0003I
2461030.859965,159.04,7.931138888888889,14.23,G,V21,0.5,0.5,mpc_real_http,0003I
2461030.874606,159.0225,7.936861111111111,14.19,G,V21,0.5,0.5,mpc_real_http,0003I
2461030.889201,159.005125,7.942527777777778,14.22,G,V21,0.5,0.5,mpc_real_http,0003I
2461030.903808,158.98779166666665,7.948361111111112,14.19,G,V21,0.5,0.5,mpc_real_http,0003I
2461030.918391,158.9704166666667,7.954111111111112,14.27,G,V21,0.5,0.5,mpc_real_http,0003I
2461030.919004,158.9706666666667,7.954111111111112,11.94,G,703,0.25,0.25,mpc_real_http,0003I
2461030.921288,158.96825,7.9549722222222226,11.65,G,703,0.25,0.25,mpc_real_http,0003I
2461030.923573,158.96533333333335,7.955916666666667,11.83,G,703,0.25,0.25,mpc_real_http,0003I
2461030.925858,158.96258333333333,7.9568055555555555,11.86,G,703,0.25,0.25,mpc_real_http,0003I
2461031.203600191,203.68181679204295,-4.331129167143212,16.897901562296372,r,T08,0.35,0.35,extended_ATLAS_Chile,
2461031.342882,158.465625,8.120916666666668,15.1,V,Q14,0.5,0.5,mpc_real_http,0003I
2461031.349294,158.45804166666667,8.123444444444445,15.0,V,Q14,0.5,0.5,mpc_real_http,0003I
2461031.469664,158.31595833333333,8.170277777777777,14.9,G,B72,0.5,0.5,mpc_real_http,0003I
2461031.485229,158.29745833333334,8.176527777777777,13.9,r,M09,0.5,0.5,mpc_real_http,0003I
2461031.492174,158.2891666666667,8.179194444444445,13.9,r,M09,0.5,0.5,mpc_real_http,0003I
2461031.498865,158.28125,8.181805555555554,14.0,r,M09,0.5,0.5,mpc_real_http,0003I
2461031.527454,158.24712499999998,8.193111111111111,15.0,G,B72,0.5,0.5,mpc_real_http,0003I
2461031.549549,158.22075,8.201805555555556,15.0,G,B72,0.5,0.5,mpc_real_http,0003I
2461031.560336,158.20783333333333,8.206055555555555,15.0,G,B72,0.5,0.5,mpc_real_http,0003I
2461031.570046,158.19675,8.210249999999998,13.2,V,J22,0.5,0.5,mpc_real_http,0003I
2461031.572396,158.19345833333333,8.210777777777777,15.0,G,B72,0.5,0.5,mpc_real_http,0003I
2461031.578692,158.18645833333332,8.21361111111111,13.7,V,J22,0.5,0.5,mpc_real_http,0003I
2461031.58735,158.17620833333334,8.217055555555556,14.0,V,J22,0.5,0.5,mpc_real_http,0003I
2461031.803315,157.91850000000002,8.30163888888889,14.6,G,W62,0.5,0.5,mpc_real_http,0003I
2461031.809114,157.91166666666666,8.303972222222223,14.2,G,W62,0.5,0.5,mpc_real_http,0003I
2461031.814385,157.90520833333335,8.305944444444446,14.3,G,W62,0.5,0.5,mpc_real_http,0003I
2461031.823866,157.893875,8.310194444444445,14.1,G,303,0.5,0.5,mpc_real_http,0003I
2461031.829186,157.888125,8.311833333333334,15.7,G,705,0.5,0.5,mpc_real_http,0003I
2461031.829392,157.8877916666667,8.311916666666667,16.2,G,705,0.5,0.5,mpc_real_http,0003I
2461031.831296,157.88487500000002,8.313305555555557,14.1,G,303,0.5,0.5,mpc_real_http,0003I
2461031.834711,157.88145833333337,8.313972222222223,15.8,G,705,0.5,0.5,mpc_real_http,0003I
2461031.837361,157.8776666666667,8.315694444444444,14.0,G,303,0.5,0.5,mpc_real_http,0003I
2461031.90929,157.79208333333335,8.343361111111111,,,U94,0.5,0.5,mpc_real_http,0003I
2461031.91362,157.78708333333333,8.344972222222223,13.4,G,U94,0.5,0.5,mpc_real_http,0003I
2461031.91794,157.78183333333337,8.34663888888889,13.6,G,U94,0.5,0.5,mpc_real_http,0003I
2461031.92228,157.77658333333335,8.348305555555557,13.2,G,U94,0.5,0.5,mpc_real_http,0003I
2461031.99807,157.68666666666667,8.378305555555556,15.7,G,T15,0.5,0.5,mpc_real_http,0003I
2461032.000788,157.68345833333333,8.379416666666668,15.7,G,T15,0.5,0.5,mpc_real_http,0003I
2461032.00352,157.680125,8.380472222222222,15.7,G,T15,0.5,0.5,mpc_real_http,0003I
2461032.197488,157.44829166666668,8.456166666666666,14.7,G,Q21,0.5,0.5,mpc_real_http,0003I
2461032.201007,157.44404166666666,8.4575,14.8,G,Q21,0.5,0.5,mpc_real_http,0003I
2461032.204525,157.43987499999997,8.458888888888888,15.0,G,Q21,0.5,0.5,mpc_real_http,0003I
2461032.208032,157.43566666666663,8.460333333333333,15.1,G,Q21,0.5,0.5,mpc_real_http,0003I
2461032.24978,157.38591666666665,8.478250000000001,11.3,V,323,0.5,0.5,mpc_real_http,0003I
2461032.25265,157.38254166666667,8.4795,11.2,V,323,0.5,0.5,mpc_real_http,0003I
2461032.255532,157.379125,8.480666666666666,11.2,V,323,0.5,0.5,mpc_real_http,0003I
2461032.266354,157.36570833333332,8.483138888888888,15.0,V,Q14,0.5,0.5,mpc_real_http,0003I
2461032.272766,157.35795833333333,8.485805555555554,15.0,V,Q14,0.5,0.5,mpc_real_http,0003I
2461032.33291,157.28570833333333,8.509361111111112,,,D95,0.5,0.5,mpc_real_http,0003I
2461032.33587,157.2820833333333,8.5105,,,D95,0.5,0.5,mpc_real_http,0003I
2461032.33785,157.2797083333333,8.511222222222223,11.0,T,D95,0.5,0.5,mpc_real_http,0003I
2461032.35002,157.26508333333334,8.516166666666667,11.4,V,P87,0.5,0.5,mpc_real_http,0003I
2461032.35409,157.2603333333333,8.517416666666668,,,P87,0.5,0.5,mpc_real_http,0003I
2461032.35863,157.25474999999997,8.519250000000001,,,P87,0.5,0.5,mpc_real_http,0003I
2461032.403553,157.20237500000002,8.537083333333333,13.7,V,M73,0.5,0.5,mpc_real_http,0003I
2461032.408704,157.19608333333332,8.539194444444444,13.6,V,M73,0.5,0.5,mpc_real_http,0003I
2461032.414132,157.189625,8.54125,13.6,V,M73,0.5,0.5,mpc_real_http,0003I
2461032.419028,157.18375,8.543222222222223,13.6,V,M73,0.5,0.5,mpc_real_http,0003I
2461032.422967,157.17866666666666,8.544444444444444,12.54,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.423958,157.17779166666668,8.54513888888889,13.5,V,M73,0.5,0.5,mpc_real_http,0003I
2461032.426505,157.175,8.545527777777778,12.6,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.430044,157.17075,8.547194444444445,12.55,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.433586,157.16662499999998,8.54861111111111,12.56,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.437124,157.162375,8.549861111111111,12.6,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.440664,157.1582083333333,8.551194444444445,12.66,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.444208,157.15375,8.552611111111112,12.71,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.447748,157.14954166666666,8.554027777777778,12.48,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.451292,157.14545833333332,8.555444444444445,12.53,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.453472,157.141625,8.556861111111111,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.454595,157.14033333333333,8.557305555555557,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.454837,157.14125,8.556805555555556,12.48,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.455729,157.1389583333333,8.557722222222223,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.456852,157.13758333333334,8.558166666666667,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.457986,157.13620833333334,8.55863888888889,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.458381,157.13691666666668,8.558222222222224,12.65,G,L92,0.5,0.5,mpc_real_http,0003I
2461032.459109,157.134875,8.559083333333334,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.461366,157.132125,8.559944444444445,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.462488,157.13079166666668,8.56038888888889,13.6,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.463611,157.129375,8.560833333333335,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.464734,157.12808333333334,8.561277777777779,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.465856,157.12675,8.561694444444445,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.466991,157.12541666666667,8.562138888888889,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.468113,157.124125,8.562611111111112,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.47037,157.12125,8.563472222222224,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.471493,157.11991666666663,8.563916666666668,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.472616,157.11866666666668,8.564361111111111,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.473738,157.11720833333334,8.564777777777778,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.474873,157.11591666666666,8.565194444444446,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.475995,157.11458333333334,8.565611111111112,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.507743,157.076375,8.578138888888889,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.508866,157.07504166666666,8.578472222222222,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.51,157.073625,8.578972222222221,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.511123,157.07225,8.579416666666667,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.512245,157.07091666666665,8.579833333333333,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.513368,157.06954166666668,8.580277777777777,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.514491,157.06820833333333,8.580777777777778,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.515625,157.06683333333334,8.581166666666666,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.516748,157.0655,8.581583333333333,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.51787,157.0641666666667,8.581999999999999,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.519005,157.06275,8.582472222222222,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.520127,157.06145833333335,8.58286111111111,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.52125,157.06008333333332,8.583361111111111,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.522373,157.05870833333333,8.583805555555557,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.523495,157.05733333333333,8.58425,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.52463,157.05599999999998,8.584750000000001,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.525752,157.05462500000002,8.585111111111111,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.526875,157.05325000000002,8.585555555555556,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.528009,157.05195833333337,8.585972222222223,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.529132,157.05058333333332,8.586416666666667,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.530255,157.04925,8.586833333333335,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.531389,157.04783333333333,8.587361111111111,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.532512,157.0465,8.58775,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.533634,157.04516666666666,8.588194444444445,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.534769,157.04383333333334,8.58863888888889,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461032.600091,156.96724999999998,8.613916666666666,13.75,w,R17,0.5,0.5,mpc_real_http,0003I
2461032.614246,156.95020833333334,8.619416666666668,13.65,w,R17,0.5,0.5,mpc_real_http,0003I
2461032.628398,156.9332083333333,8.624972222222222,13.58,w,R17,0.5,0.5,mpc_real_http,0003I
2461032.642545,156.91620833333332,8.630527777777779,13.62,w,R17,0.5,0.5,mpc_real_http,0003I
2461032.9996789196,203.9977143129824,-4.257049017868941,18.32077207512425,r,F51,0.35,0.35,extended_ATLAS_Hawaii,
2461033.247512,156.19175,8.867444444444445,11.4,V,323,0.5,0.5,mpc_real_http,0003I
2461033.250382,156.18820833333334,8.868861111111112,11.4,V,323,0.5,0.5,mpc_real_http,0003I
2461033.253241,156.18404166666667,8.870277777777778,11.4,V,323,0.5,0.5,mpc_real_http,0003I
2461033.406621339,203.8537305605317,-4.3410222350011205,16.38392240842121,r,W84,0.12,0.12,extended_DECam,
2461033.454225,155.9428333333333,8.94688888888889,14.3,G,C97,0.5,0.5,mpc_real_http,0003I
2461033.464097,155.930875,8.95075,14.3,G,C97,0.5,0.5,mpc_real_http,0003I
2461033.473981,155.91895833333334,8.954583333333332,14.3,G,C97,0.5,0.5,mpc_real_http,0003I
2461033.486806,155.90395833333335,8.959055555555555,12.9,V,R92,0.5,0.5,mpc_real_http,0003I
2461033.501794,155.88595833333332,8.96486111111111,13.2,V,R92,0.5,0.5,mpc_real_http,0003I
2461033.516759,155.868,8.970416666666667,13.6,V,R92,0.5,0.5,mpc_real_http,0003I
2461033.73476,155.604875,9.05538888888889,13.8,R,A77,0.5,0.5,mpc_real_http,0003I
2461033.73641,155.60295833333333,9.056,13.8,R,A77,0.5,0.5,mpc_real_http,0003I
2461033.73807,155.60091666666668,9.056694444444446,13.8,R,A77,0.5,0.5,mpc_real_http,0003I
2461033.77483,155.55787500000002,9.072416666666667,16.2,G,309,0.1,0.1,mpc_real_http,0003I
2461033.778977,155.552875,9.074027777777776,16.1,G,309,0.1,0.1,mpc_real_http,0003I
2461033.781253,155.550125,9.074916666666669,16.2,G,309,0.1,0.1,mpc_real_http,0003I
2461033.785582,155.544875,9.076583333333334,16.1,G,309,0.1,0.1,mpc_real_http,0003I
2461033.787941,155.54204166666668,9.077527777777778,16.0,G,309,0.1,0.1,mpc_real_http,0003I
2461033.837998,155.48195833333332,9.095694444444446,14.51,G,V21,0.5,0.5,mpc_real_http,0003I
2461033.85265,155.46441666666666,9.101277777777778,14.35,G,V21,0.5,0.5,mpc_real_http,0003I
2461033.867292,155.44662499999998,9.106916666666669,14.6,G,V21,0.5,0.5,mpc_real_http,0003I
2461033.883565,155.42695833333337,9.113305555555556,14.57,G,V21,0.5,0.5,mpc_real_http,0003I
2461033.900197,155.406875,9.11977777777778,14.3,G,V21,0.5,0.5,mpc_real_http,0003I
2461033.914838,155.38904166666666,9.125555555555556,14.56,G,V21,0.5,0.5,mpc_real_http,0003I
2461033.929479,155.37145833333332,9.131166666666669,14.14,G,V21,0.5,0.5,mpc_real_http,0003I
2461034.255903,154.978875,9.258861111111113,13.8,R,323,0.5,0.5,mpc_real_http,0003I
2461034.273738,154.95745833333334,9.26586111111111,13.8,R,323,0.5,0.5,mpc_real_http,0003I
2461034.446266,154.74991666666668,9.330444444444444,14.0,r,M09,0.5,0.5,mpc_real_http,0003I
2461034.453184,154.74154166666668,9.33311111111111,14.1,r,M09,0.5,0.5,mpc_real_http,0003I
2461034.459845,154.73350000000002,9.335694444444446,14.1,r,M09,0.5,0.5,mpc_real_http,0003I
2461034.476656,154.71287500000005,9.342361111111112,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.478222,154.711,9.342944444444443,13.9,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.479786,154.70908333333335,9.34363888888889,13.9,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.481203,154.70800000000003,9.344055555555556,13.7,G,Y83,0.5,0.5,mpc_real_http,0003I
2461034.481354,154.70725000000002,9.344166666666668,13.9,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.482925,154.70533333333336,9.34475,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.484494,154.70337500000002,9.345361111111112,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.485845,154.70204166666667,9.34575,13.3,V,R92,0.5,0.5,mpc_real_http,0003I
2461034.486068,154.7015,9.345972222222224,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.486527,154.70158333333333,9.346111111111112,13.7,G,Y83,0.5,0.5,mpc_real_http,0003I
2461034.487642,154.69958333333335,9.346555555555556,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.489225,154.69770833333334,9.347194444444446,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.490802,154.69575,9.347805555555556,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.491852,154.69512500000002,9.348166666666668,13.8,G,Y83,0.5,0.5,mpc_real_http,0003I
2461034.500995,154.68375,9.351611111111112,13.2,V,R92,0.5,0.5,mpc_real_http,0003I
2461034.515775,154.666,9.357277777777778,13.2,V,R92,0.5,0.5,mpc_real_http,0003I
2461034.545427,154.62962500000003,9.368861111111112,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.546991,154.62775000000002,9.369444444444444,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.548557,154.62583333333336,9.370083333333334,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.550126,154.62395833333335,9.370666666666668,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.551697,154.6220416666667,9.371277777777776,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.553259,154.62016666666668,9.371861111111112,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.554831,154.61825000000002,9.372472222222225,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.556403,154.61633333333333,9.373083333333334,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.557979,154.61441666666667,9.373694444444444,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.559558,154.6125,9.374305555555557,14.0,G,L76,0.5,0.5,mpc_real_http,0003I
2461034.575,154.59416666666667,9.380166666666668,14.1,G,G06,0.5,0.5,mpc_real_http,0003I
2461034.580209,154.58804166666667,9.382222222222223,14.4,V,K74,0.5,0.5,mpc_real_http,0003I
2461034.58162,154.58654166666668,9.382666666666667,14.3,G,G06,0.5,0.5,mpc_real_http,0003I
2461034.58301,154.58466666666666,9.383305555555555,14.4,V,K74,0.5,0.5,mpc_real_http,0003I
2461034.58603,154.58070833333335,9.384555555555554,14.0,G,G06,0.5,0.5,mpc_real_http,0003I
2461034.586514,154.58041666666668,9.384666666666666,14.3,V,K74,0.5,0.5,mpc_real_http,0003I
2461034.587374,154.57933333333332,9.386583333333332,13.8,V,M49,0.5,0.5,mpc_real_http,0003I
2461034.590015,154.5761666666667,9.385944444444444,14.3,V,K74,0.5,0.5,mpc_real_http,0003I
2461034.591155,154.57475000000002,9.388027777777776,13.8,V,M49,0.5,0.5,mpc_real_http,0003I
2461034.593519,154.57191666666668,9.38738888888889,14.3,V,K74,0.5,0.5,mpc_real_http,0003I
